DATE,SHOPPER_ID,SHOPPER_BASKET,STORE_ID,ZIP_CODE,MANU_ID,BRAND_ID,SUB_BRAND_ID,PRODUCT,SPECIES,FOOD_TYPE,BASE_PRICE,PRICE,PROMO_FLAG,UNITS,PRICE_TIER,PACKAGE_SIZE,FEEDING_PHILOSOPHY,NATURAL_CLAIM,TEXTURE_FORMAT,LIFESTAGE
2021-10-16,2857040,2857040A_26786895,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE CHICKEN,2670018894,DOG,WET,1.68,1.68,0,1,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,CIG,ADULT
2021-10-16,2857040,2857040A_26786895,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2021-10-16,2857040,2857040A_26786895,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE CLASSIC,2670018888,DOG,WET,1.69,1.69,0,1,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,LOAF/PATE,ADULT
2021-10-22,2857040,2857040A_42632161,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE CLASSIC,2670018888,DOG,WET,1.69,1.27,1,1,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,LOAF/PATE,ADULT
2021-10-22,2857040,2857040A_42632161,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063066,CAT,WET,0.65,0.65,0,3,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2021-10-27,2857040,2857040A_44218191,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,3,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2021-10-27,2857040,2857040A_44218191,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX TASTY,7500087350,CAT,WET,0.65,0.59,1,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2021-10-27,2857040,2857040A_44218191,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE CLASSIC,2670018888,DOG,WET,1.69,1.69,0,2,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,LOAF/PATE,ADULT
2021-10-31,2857040,2857040A_28673552,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE CLASSIC,2670018888,DOG,WET,1.68,1.68,0,2,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,LOAF/PATE,ADULT
2021-11-05,2857040,2857040A_22185050,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX GRAVY,7500044003,CAT,WET,0.63,0.63,0,1,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-11-05,2857040,2857040A_22185050,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE TRUE,2670026375,DOG,WET,1.67,1.67,0,2,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ANCESTRAL,NATURAL,CIG,ADULT
2021-11-05,2857040,2857040A_22185050,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PRIME,7500025527,CAT,WET,0.65,0.65,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-11-05,2857040,2857040A_22185050,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500085797,CAT,WET,0.65,0.65,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-11-12,2857040,2857040A_13458902,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX GRAVY,7500044003,CAT,WET,0.64,0.64,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-11-12,2857040,2857040A_13458902,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.64,0.64,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2021-12-01,2857040,2857040A_24671411,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500086988,CAT,WET,0.65,0.65,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-12-10,2857040,2857040A_22583631,84,16673,MARS,SHEBA,SHEBA PERFECT PORTIONS,3465017124,CAT,WET,0.99,0.99,0,5,SUPER PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,CIG,UNSPECIFIED
2021-12-10,2857040,2857040A_22583631,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE GRAVY,2670021471,DOG,WET,1.68,1.68,0,2,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,CIG,ADULT
2021-12-10,2857040,2857040A_22583631,84,16673,MARS,CESAR,CRAVE CORE,3465018486,DOG,DRY,6.49,4.87,1,1,SUPER PREMIUM,4 - 7.9 LBS,DRY DOG ANCESTRAL,NATURAL,KIBBLE,ADULT
2021-12-13,2857040,2857040A_14851077,84,16673,NUTRIWISE INC,WHOLES SIMPLE,WHOLES SIMPLE GRAVY,2670021471,DOG,WET,1.68,1.68,0,2,PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG CSTMIZD CARE,NATURAL,CIG,ADULT
2021-12-13,2857040,2857040A_14851077,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX TASTY,7500087350,CAT,WET,0.64,0.64,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2021-12-22,2857040,2857040A_41564383,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAUCED,7500075431,CAT,WET,0.85,0.77,1,2,PREMIUM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2021-12-22,2857040,2857040A_41564383,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063486,CAT,WET,0.64,0.64,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2021-12-30,2857040,2857040A_28644969,84,16673,MARS,SHEBA,SHEBA PERFECT PORTIONS,3465016530,CAT,WET,0.99,0.99,0,2,SUPER PREMIUM,SNGL SRV 56.0-100.9G,WET CAT CULINRY RCPS,NON NATURAL,LOAF/PATE,UNSPECIFIED
2021-12-30,2857040,2857040A_28644969,84,16673,EPICUREAN,KITTY FOOD,KITTY FOOD PLUS,11865079931,CAT,DRY,10.87,10.87,0,1,VALUE,13.0 - 16.9 LBS,DRY CAT B&B,NON NATURAL,KIBBLE,ADULT
2022-01-06,2857040,2857040A_41566183,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.25,1.69,1,1,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-01-06,2857040,2857040A_41566183,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465744,DOG,WET,2.25,1.69,1,1,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-01-06,2857040,2857040A_41566183,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-01-13,2857040,2857040A_32170243,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465744,DOG,WET,2.55,1.91,1,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-01-15,2857040,2857040A_22421652,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465740,DOG,WET,2.51,1.26,1,1,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-01-15,2857040,2857040A_22421652,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.52,2.27,1,1,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-01-15,2857040,2857040A_22421652,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-01-22,2857040,2857040A_35804622,84,16673,EPICUREAN,KITTY FOOD,KITTY FOOD PLUS,11865079931,CAT,DRY,10.77,10.77,0,1,VALUE,13.0 - 16.9 LBS,DRY CAT B&B,NON NATURAL,KIBBLE,ADULT
2022-01-27,2857040,2857040A_15368914,84,16673,FLAVORCRAFT,LOVES,LOVES SUPREME,122750401908,DOG,WET,1.58,1.58,0,3,PREMIUM,PCH SML 0-8.9OZ,WET DOG ING TRNSPRNCY,NATURAL,CIG,UNSPECIFIED
2022-01-27,2857040,2857040A_15368914,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-01-30,2857040,2857040A_37088131,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.64,0.64,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-02-12,2857040,2857040A_30665111,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,5.99,5.99,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-02-17,2857040,2857040A_31204717,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-02-19,2857040,2857040A_45781136,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-02-26,2857040,2857040A_38854042,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.59,2.59,0,4,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-02-26,2857040,2857040A_38854042,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500085797,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-03-05,2857040,2857040A_13237381,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.59,1.94,1,4,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-03-05,2857040,2857040A_13237381,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX GRAVY,7500044003,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-03-11,2857040,2857040A_12586959,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.69,0.69,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-03-11,2857040,2857040A_12586959,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,4,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-03-11,2857040,2857040A_12586959,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500085797,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-03-15,2857040,2857040A_16134018,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-03-15,2857040,2857040A_16134018,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.69,0.69,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-03-19,2857040,2857040A_32310706,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-03-19,2857040,2857040A_32310706,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063546,CAT,WET,0.69,0.69,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-03-26,2857040,2857040A_47351996,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX PATE,7500063276,CAT,WET,0.69,0.52,1,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-03-26,2857040,2857040A_47351996,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.59,2.59,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-04-02,2857040,2857040A_46341886,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.59,2.59,0,3,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-04-02,2857040,2857040A_46341886,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500061830,CAT,WET,0.69,0.52,1,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-04-09,2857040,2857040A_37740922,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.59,1.94,1,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-04-09,2857040,2857040A_37740922,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX SAVORY,7500061830,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-04-14,2857040,2857040A_21044332,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX TASTY,7500087350,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-04-16,2857040,2857040A_46546412,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX GRAVY,7500044003,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-04-23,2857040,2857040A_43724028,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX TASTY,7500087350,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-04-23,2857040,2857040A_43724028,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX MEATY,7500063471,CAT,WET,0.69,0.69,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-04-30,2857040,2857040A_46636618,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465744,DOG,WET,2.59,1.94,1,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-04-30,2857040,2857040A_46636618,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,6.98,6.98,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-04-30,2857040,2857040A_46636618,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX TASTY,7500087350,CAT,WET,0.69,0.69,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ALL LIFE STAGES
2022-05-07,2857040,2857040A_10088391,84,16673,FLAVORCRAFT,LOVES,LOVES SUPREME,122750401908,DOG,WET,1.58,1.58,0,3,PREMIUM,PCH SML 0-8.9OZ,WET DOG ING TRNSPRNCY,NATURAL,CIG,UNSPECIFIED
2022-05-07,2857040,2857040A_10088391,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX GRAVY,7500044003,CAT,WET,0.69,0.69,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-05-07,2857040,2857040A_10088391,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX MEATY,7500063291,CAT,WET,0.69,0.69,0,2,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,CIG,ADULT
2022-05-20,2857040,2857040A_14777099,84,16673,WELL SPRING,PRIMAL,PRIMAL HOMESTYLE,126036465743,DOG,WET,2.58,2.58,0,2,ULTRA PREMIUM,CAN LRG 11.0-19.9OZ,WET DOG ING TRNSPRNCY,NATURAL,LOAF/PATE,UNSPECIFIED
2022-06-05,2857040,2857040A_37675458,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,6.92,6.92,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-03,2857040,2857040A_26909561,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,6.98,6.98,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-10,2857040,2857040A_44567336,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-07-10,2857040,2857040A_44567336,84,16673,MARS,PEDIGREE,PEDIGREE GROUND DINNER,3465017895,DOG,WET,13.99,13.99,0,1,MAINSTREAM,PCH SML 0-8.9OZ,WET DOG B&B,NON NATURAL,LOAF/PATE,UNSPECIFIED
2022-07-27,2857040,2857040A_37345383,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-07-27,2857040,2857040A_37345383,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,7.99,7.99,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-07-31,2857040,2857040A_45273359,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-08-07,2857040,2857040A_16642686,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-08-21,2857040,2857040A_17254748,84,16673,MARS,PEDIGREE,PEDIGREE TNDER BITES SMALL DOG,3465020286,DOG,DRY,7.99,7.99,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG B&B,NON NATURAL,KIBBLE PLS MEAT,ADULT
2022-08-21,2857040,2857040A_17254748,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-10-26,2857040,2857040A_35272527,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,4,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-10-30,2857040,2857040A_42165778,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-11-06,2857040,2857040A_20271234,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-12-10,2857040,2857040A_16440295,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-12-14,2857040,2857040A_43610861,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,6,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2022-12-31,2857040,2857040A_28485442,84,16673,NUTRIWISE INC,LICKMIX,LICKMIX INDOOR,7500086100,CAT,WET,0.74,0.74,0,3,MAINSTREAM,MULTI SRV 101.0-184.9G,WET CAT B&B,NON NATURAL,LOAF/PATE,ADULT
2019-12-08,2857042,2857042A_38944340,4,15205,NUTRIWISE INC,NIBBLES,NIBBLES HEALTHY,2670020198,DOG,DRY,6.97,6.97,0,1,MAINSTREAM,0 - 3.9 LBS,DRY DOG CULINRY RCPS,NON NATURAL,KIBBLE,ADULT
